서울특별시 중구  을지로 234
서울특별시 중구  퇴계로 375-1
서울특별시 중구  동호로 5길 15, 약수지구대
서울특별시 중구  다산로 248 (신당동, 신당파출소)
서울특별시 중구  동호로 261
서울특별시 중구  퇴계로 178
서울특별시 중구 충무로56-1
서울특별시 종로구  종로17길 4 종로2가파출소
서울특별시 종로구  삼일대로 386
서울특별시 종로구  세검정로 226 
서울특별시 종로구  평창문화로 46
서울특별시 종로구  삼청로 66
서울특별시 종로구  효자로 9
서울특별시 종로구  자하문로 92-1
서울특별시 종로구  자하문로17길 24
서울특별시 종로구  송월길 167(교북동 10-38)
서울특별시 중구  세종대로 141
서울특별시 종로구  경희궁길 6-3
서울특별시 종로구  사직로9길 1
서울특별시 종로구  삼봉로 33 청진파출소
서울특별시 중구  다동길 11
서울특별시 중구  통일로 13
서울특별시 중구  명동길 30 명동파출소
서울특별시 중구  남대문시장4길 28-16
서울특별시 중구  중림로 36
서울특별시 중구  퇴계로6길 3-10
서울특별시 중구  서소문로 131-1 서소문파출소
서울특별시 서대문구  독립문로 25-1
서울특별시 서대문구  신촌역로 22
서울특별시 서대문구 세검정로1길 112
서울특별시 서대문구  연희로25길 73
서울특별시 서대문구  가재울로4길 51
서울특별시 서대문구  증가로 244
서울특별시 서대문구  통일로 441-1
서울특별시 서대문구  연희로 298
서울특별시 종로구  창경궁로 279 
서울특별시 종로구  이화장2길 33
서울특별시 종로구  성균관로 78
서울특별시 종로구  지봉로13길 20-12
서울특별시 종로구  종로58가길 19 동묘파출소
서울특별시 종로구  창신길 98
서울특별시 종로구  동호로 407
서울특별시 종로구  종로41나길 24-6
서울특별시 용산구  백범로 329
서울특별시 용산구  후암로16나길 17, 용중지구대
서울특별시 용산구  이태원로 184
서울특별시 용산구  대사관로34길 53, 한남파출소
서울특별시 용산구  보광로 25-1, 보광파출소
서울특별시 용산구  한강대로198-2
서울특별시 용산구  서빙고로67
서울특별시 성북구  아리랑로5길 54
서울특별시 성북구  지봉로21길 45
서울특별시 성북구  삼양로13길 51 길음지구대
서울특별시 성북구  솔샘로 111
서울특별시 성북구  정릉로26길 6 정릉2파출소
서울특별시 성북구  성북로 94  성북파출소
nan
서울특별시 동대문구  청계천로549
서울특별시 동대문구 약령시로21길 15
서울특별시 동대문구 약령시로 17길 59-11
서울특별시 동대문구 서울시립대로 56
서울특별시 동대문구 전농로38다길 21
서울특별시 동대문구 한천로20길 7
서울특별시 동대문구  답십리로 69길 100
서울특별시 동대문구  한천로 402
서울특별시 동대문구  한천로 266
서울특별시 동대문구  회기로18길 2
서울특별시 마포구  독막로22길 8(창전동, 서강지구대)
서울특별시 마포구 마포대로 195-1
서울특별시 마포구  월드컵북로 30길 24
서울특별시 마포구  양화로11길 63
서울특별시 마포구 토정로31길 35
서울특별시 마포구  매봉산로 76
서울특별시 마포구  망원로2길 63
서울특별시 마포구  연남로 4
서울특별시 영등포구  영등포로46길 14
서울특별시 영등포구  여의공원로 120 여의도지구대
서울특별시 영등포구  경인로 759
서울특별시 영등포구 신길동 4533-16
서울특별시 영등포구  신길로60다길 16 
서울특별시 영등포구  선유로 95
서울특별시 영등포구  당산로 221
서울특별시 영등포구  대림로23길 16-1
서울특별시 영등포구 대림로 197
서울특별시 영등포구 경인로90길 9-2
서울특별시 성동구  사근동길 5
서울특별시 성동구  광나루로2길 35 성수지구대
서울특별시 성동구  성덕정길 77-2
서울특별시 성동구  마장로 205
서울특별시 성동구  행당로 89
서울특별시 성동구  독서당로 211
서울특별시 성동구  금호로11길 2-1
서울특별시 성동구  독서당로 373 응봉파출소
서울특별시 성동구  용답중앙길 49 용답파출소
서울특별시 동작구  동작대로9길 35
서울특별시 동작구  등용로12나길 2
서울특별시 동작구  등용로 24 
서울특별시 동작구 사당로17나길 4
서울특별시 동작구 노량진로 248
서울특별시 동작구 신대방1다길 24
서울특별시 동작구 여의대방로 130
서울특별시 광진구 아차산로 567
서울특별시 광진구  능동로17길 39 화양지구대
서울특별시 광진구 능동로 385
서울특별시 광진구  능동로 346
서울특별시 광진구 동일로76가길 28
서울특별시 광진구  용마산로24길 7
서울특별시 광진구 뚝섬로36길 9
서울특별시 광진구  자양번영로 80
서울특별시 광진구  뚝섬로22가길 43번지 자양4파출소
서울특별시 광진구 광나루로 43길 26 구의파출소
서울특별시 은평구  은평로 171
서울특별시 은평구  은평터널로5길 6호
서울특별시 은평구  진흥로 진흥로200
서울특별시 은평구  응암로 208 
서울특별시 은평구  연서로 61
서울특별시 강북구 도봉로 127
서울특별시 강북구 오현로 4
서울특별시 강북구  삼양로 305
서울특별시 강북구 삼각산로 115
서울특별시 강북구  한천로150길 76
서울특별시 강북구 인수봉로 227
서울특별시 강북구  한천로 969
서울특별시 강북구  월계로 227
서울특별시 강북구  삼양로 239-1
서울특별시 금천구 시흥대로57길 45
서울특별시 금천구  독산로 76길 20
서울특별시 금천구  탑골로2길 37 백산지구대
서울특별시 금천구  벚꽃로56길 174
서울특별시 금천구  벚꽃로10길 89
서울특별시 중랑구  망우로 391
서울특별시 중랑구  중랑천로 146
서울특별시 중랑구 동일로 566
서울특별시 중랑구  신내로 177
서울특별시 중랑구  상봉로 27
서울특별시 중랑구  사가정로41길 45 (면목3.8파출소)
서울특별시 중랑구  중랑천로 69 상봉파출소
서울특별시 중랑구 숙선옹주로7길 1
서울특별시 강남구 언주로108길 20
서울특별시 강남구 학동로 169
서울특별시 강남구 학동로 227
서울특별시 강남구 영동대로112길 4
서울특별시 강남구 선릉로 624
서울특별시 강남구 학동로95길 19
서울특별시 강남구 도산대로 143
서울특별시 강남구 압구정로 311
서울특별시 관악구  남부순환로191길 12 당곡지구대
서울특별시 관악구  봉천로 540, 낙성대지구대
서울특별시 관악구  남부순환로188길 12 신림지구대
서울특별시 관악구  신림로 178 관악산지구대
서울특별시 관악구 은천로 93
서울특별시 관악구  남현1가길 29 남현파출소
서울특별시 관악구  난곡로64 난우파출소
서울특별시 관악구  난곡로64가길 31
서울특별시 관악구  신사로 106
서울특별시 강서구  화곡로 308
서울특별시 강서구  방화동로 5 
서울특별시 강서구  강서로7길 39
nan
서울특별시 강서구  곰달래로59길 12
서울특별시 강서구  금낭화로26길 16
서울특별시 강서구  공항대로59다길 80
서울특별시 강서구  등촌로 167 
서울특별시 강서구  수명로2길 46 
서울특별시 강서구  강서로45다길 71
서울특별시 강서구 마곡중앙5로 32
서울특별시 강동구  구천면로 141, 천호지구대
서울특별시 강동구 양재대로96길 35
서울특별시 강동구  성내로 57 성내지구대 
서울특별시 강동구  고덕로 137 암사지구대
서울특별시 강동구  진황도로 239 둔촌파출소
서울특별시 강동구 동남로 895 명일파출소
서울특별시 강동구  아리수로91길 20
서울특별시 강동구  고덕로 61길61
서울특별시 강동구 고덕로 80길 7
서울특별시 성북구  화랑로32가길 20 석관파출소
서울특별시 성북구 장위로174 장위지구대
서울특별시 성북구  종암로32길 5 월곡지구대
서울특별시 성북구  종암로23길 52
서울특별시 구로구 새말로 26 신구로지구대
서울특별시 구로구  고척로1길 34 오류지구대
서울특별시 구로구  도림로 63 구일지구대
서울특별시 구로구 중앙로 15길 30 고척지구대
서울특별시 구로구  개봉로18길 5 개봉지구대
서울특별시 구로구  디지털로31길 86 구로3파출소
서울특별시 구로구 남부순환로 1275 가리봉파출소
서울특별시 구로구 오리로 1102-8
서울특별시 서초구 신반포로190
nan
nan
nan
nan
nan
서울특별시 서초구 헌릉로 226
서울특별시 양천구  목동동로 373
서울특별시 양천구  등촌로 166
서울특별시 양천구  중앙로32길 65
서울특별시 양천구 목동로17길 5
서울특별시 양천구 지양로 55
서울특별시 양천구  남부순환로59길 8 
서울특별시 양천구  중앙로 205
서울특별시 양천구  남부순환로31길 37
서울특별시 송파구  양재대로71길 5-6
서울특별시 송파구  올림픽로 101
